OBJECTID,Reported_Date,Occurrence_Category,Occurrence_Group,Occurrence_Type_Group,Intersection,Reported_Day,Reported_Month,Reported_Year,Date_Reported,weekday,month
2395,5/1/2023 12:00,Non-Violent,Property,Fraud - Financial,107 AV/151 ST,1,5,2023,5/1/2023,Monday,May
2396,5/1/2023 12:00,Non-Violent,Property,Theft Over $5000,117A ST/151 AV,1,5,2023,5/1/2023,Monday,May
2398,5/1/2023 12:00,Disorder,General Disorder,Suspicious Person,137 AV/137 AV,1,5,2023,5/1/2023,Monday,May
2399,5/1/2023 12:00,Disorder,General Disorder,Suspicious Person,66 ST/66 ST,1,5,2023,5/1/2023,Monday,May
2400,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,177 ST/69 AV,1,5,2023,5/1/2023,Monday,May
2401,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,117 ST/84 AV,1,5,2023,5/1/2023,Monday,May
2402,5/1/2023 12:00,Disorder,General Disorder,Trouble with Person,105 AV/105 AV,1,5,2023,5/1/2023,Monday,May
2403,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,25A AV/LAKEWOOD RD,1,5,2023,5/1/2023,Monday,May
2404,5/1/2023 12:00,Non-Violent,Property,Break and Enter Residential,82 ST/98 AV,1,5,2023,5/1/2023,Monday,May
2405,5/1/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,60 AV/174 ST,1,5,2023,5/1/2023,Monday,May
2406,5/1/2023 12:00,Non-Violent,Property,Fraud - Financial,140 AV/116 ST,1,5,2023,5/1/2023,Monday,May
2407,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,110 ST/111 AV,1,5,2023,5/1/2023,Monday,May
2408,5/1/2023 12:00,Non-Violent,Property,Theft Over $5000,ARGYLL RD/ARGYLL RD,1,5,2023,5/1/2023,Monday,May
2409,5/1/2023 12:00,Disorder,Provincial Statute Violations,Intoxicated Person,97 ST/JASPER AV,1,5,2023,5/1/2023,Monday,May
2410,5/1/2023 12:00,Non-Violent,Property,Fire Arson,149 ST/STONY PLAIN RD,1,5,2023,5/1/2023,Monday,May
2411,5/1/2023 12:00,Disorder,General Disorder,Trouble with Person,109 AV/95 ST,1,5,2023,5/1/2023,Monday,May
2412,5/1/2023 12:00,Non-Violent,Property,Break and Enter Commercial,178 ST/89 AV,1,5,2023,5/1/2023,Monday,May
2413,5/1/2023 12:00,Violent,Personal Violence,Assault,82 AV/99 ST,1,5,2023,5/1/2023,Monday,May
2414,5/1/2023 12:00,Violent,Personal Violence,Assault,101 ST/JASPER AV,1,5,2023,5/1/2023,Monday,May
2415,5/1/2023 12:00,Violent,Personal Violence,Assault,87 AV/99 ST,1,5,2023,5/1/2023,Monday,May
2416,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,AIRPORT RD/KINGSWAY ,1,5,2023,5/1/2023,Monday,May
2418,4/30/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,118 AV/86 ST,30,4,2023,4/30/2023,Sunday,Apr
2419,4/30/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,177 ST/64 AV,30,4,2023,4/30/2023,Sunday,Apr
2420,4/30/2023 12:00,Disorder,General Disorder,Suspicious Person,121 AV/66 ST,30,4,2023,4/30/2023,Sunday,Apr
2421,3/19/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,95 AV/174 ST,19,3,2023,3/19/2023,Sunday,Mar
2422,3/19/2023 12:00,Non-Violent,Property,Break and Enter Residential,94A AV/172 ST,19,3,2023,3/19/2023,Sunday,Mar
2423,3/19/2023 12:00,Disorder,General Disorder,Trouble with Person,100 ST/106 AV,19,3,2023,3/19/2023,Sunday,Mar
2424,3/19/2023 12:00,Non-Violent,Property,Theft Under $5000,111 AV/GROAT RD,19,3,2023,3/19/2023,Sunday,Mar
2425,3/19/2023 12:00,Non-Violent,Property,Theft Under $5000,111 AV/GROAT RD,19,3,2023,3/19/2023,Sunday,Mar
2426,3/19/2023 12:00,Weapons,Weapons Violations,Weapons Complaint Firearm,104 ST/149 AV,19,3,2023,3/19/2023,Sunday,Mar
2427,3/19/2023 12:00,Non-Violent,Property,Theft Under $5000,123A ST/137 AV,19,3,2023,3/19/2023,Sunday,Mar
2428,3/19/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,112 ST/SADDLEBACK RD,19,3,2023,3/19/2023,Sunday,Mar
2429,3/18/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,KINISKI CR/KIRKPATRICK CR,18,3,2023,3/18/2023,Saturday,Mar
2430,3/18/2023 12:00,Disorder,Provincial Statute Violations,Intoxicated Person,102 AV/150 ST,18,3,2023,3/18/2023,Saturday,Mar
2431,3/18/2023 12:00,Disorder,General Disorder,Trouble with Person,SOUTHGATE TC/SOUTHGATE TC,18,3,2023,3/18/2023,Saturday,Mar
2434,3/18/2023 12:00,Non-Violent,Property,Theft Under $5000,106 ST/117 AV,18,3,2023,3/18/2023,Saturday,Mar
2435,3/18/2023 12:00,Disorder,General Disorder,Trouble with Person,178 ST/89 AV,18,3,2023,3/18/2023,Saturday,Mar
2436,3/18/2023 12:00,Non-Violent,Property,Theft Under $5000,100 ST/102A AV,18,3,2023,3/18/2023,Saturday,Mar
2438,3/18/2023 12:00,Non-Violent,Property,Break and Enter Residential,111 ST/84 AV,18,3,2023,3/18/2023,Saturday,Mar
2439,3/18/2023 12:00,Non-Violent,Property,Fraud - Financial,139 AV/40 ST,18,3,2023,3/18/2023,Saturday,Mar
2440,3/17/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,103 ST/129 AV,17,3,2023,3/17/2023,Friday,Mar
2441,3/17/2023 12:00,Other,Provincial Statute Violations,Liquor Act,104 AV/104 ST,17,3,2023,3/17/2023,Friday,Mar
2443,3/17/2023 12:00,Non-Violent,Property,Break and Enter Residential,117 AV/122 ST,17,3,2023,3/17/2023,Friday,Mar
2444,3/17/2023 12:00,Non-Violent,Property,Break and Enter Residential,136 AV/77 ST,17,3,2023,3/17/2023,Friday,Mar
2445,3/17/2023 12:00,Non-Violent,Property,Theft Under $5000,111B ST/29B AV,17,3,2023,3/17/2023,Friday,Mar
2446,3/17/2023 12:00,Non-Violent,Property,Theft Under $5000,100 AV/100A AV,17,3,2023,3/17/2023,Friday,Mar
2447,3/17/2023 12:00,Disorder,General Disorder,Suspicious Vehicle,127 ST/VILLA AV,17,3,2023,3/17/2023,Friday,Mar
2448,3/17/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,108 AV/114 ST,17,3,2023,3/17/2023,Friday,Mar
2449,3/17/2023 12:00,Non-Violent,Property,Theft Under $5000,106 AV/164 ST,17,3,2023,3/17/2023,Friday,Mar
2450,3/17/2023 12:00,Disorder,General Disorder,Trouble with Person,131A AV/132 ST,17,3,2023,3/17/2023,Friday,Mar
2452,3/17/2023 12:00,Disorder,Disputes/Disturbances,Disturbance,141 AV/80 ST,17,3,2023,3/17/2023,Friday,Mar
2453,3/17/2023 12:00,Disorder,Disputes/Disturbances,Disturbance,134 AV/63 ST,17,3,2023,3/17/2023,Friday,Mar
2454,3/17/2023 12:00,Disorder,General Disorder,Trouble with Person,102 AV/152 ST,17,3,2023,3/17/2023,Friday,Mar
2455,3/17/2023 12:00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,102 AV/104 ST,17,3,2023,3/17/2023,Friday,Mar
2457,3/17/2023 12:00,Disorder,General Disorder,Trouble with Person,132 AV/88 ST,17,3,2023,3/17/2023,Friday,Mar
2458,3/17/2023 12:00,Non-Violent,Property,Theft Under $5000,WINDERMERE BV/WINDERMERE BV,17,3,2023,3/17/2023,Friday,Mar
2459,3/17/2023 12:00,Non-Violent,Property,Theft Under $5000,21 AV/21 AV,17,3,2023,3/17/2023,Friday,Mar
2460,3/17/2023 12:00,Disorder,General Disorder,Trouble with Person,101 ST/108A AV,17,3,2023,3/17/2023,Friday,Mar
2461,3/17/2023 12:00,Non-Violent,Property,Theft Under $5000,116 ST/87 AV,17,3,2023,3/17/2023,Friday,Mar
2462,3/17/2023 12:00,Disorder,General Disorder,Trouble with Person,78 ST/38A AV,17,3,2023,3/17/2023,Friday,Mar
2463,3/17/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,135 AV/VICTORIA TR,17,3,2023,3/17/2023,Friday,Mar
2464,3/16/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,103 ST/107 AV,16,3,2023,3/16/2023,Thursday,Mar
2465,3/16/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,35 ST/35 ST,16,3,2023,3/16/2023,Thursday,Mar
2467,3/16/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,161 AV/112 ST,16,3,2023,3/16/2023,Thursday,Mar
2468,3/16/2023 12:00,Non-Violent,Property,Theft Under $5000,170 ST/95 AV,16,3,2023,3/16/2023,Thursday,Mar
2469,3/16/2023 12:00,Non-Violent,Property,Theft Under $5000,50 ST/MANNING DR,16,3,2023,3/16/2023,Thursday,Mar
2470,3/16/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,129 AV/66 ST,16,3,2023,3/16/2023,Thursday,Mar
2471,3/16/2023 12:00,Non-Violent,Property,Possession Stolen Property,93 AV/94 ST,16,3,2023,3/16/2023,Thursday,Mar
2472,3/16/2023 12:00,Non-Violent,Property,Break and Enter Residential,86 ST/RICHFIELD RD,16,3,2023,3/16/2023,Thursday,Mar
2473,3/16/2023 12:00,Non-Violent,Property,Break and Enter Commercial,101 ST/118 AV,16,3,2023,3/16/2023,Thursday,Mar
2474,3/16/2023 12:00,Disorder,Disputes/Disturbances,Dispute,117 ST/127 AV,16,3,2023,3/16/2023,Thursday,Mar
2476,3/16/2023 12:00,Disorder,General Disorder,Trouble with Person,50 ST/50 ST,16,3,2023,3/16/2023,Thursday,Mar
2477,3/16/2023 12:00,Non-Violent,Property,Theft Under $5000,123A ST/138 AV,16,3,2023,3/16/2023,Thursday,Mar
2478,3/16/2023 12:00,Non-Violent,Property,Theft Under $5000,23 AV/24 ST,16,3,2023,3/16/2023,Thursday,Mar
2479,3/16/2023 12:00,Non-Violent,Property,Theft Under $5000,108 ST/108 ST,16,3,2023,3/16/2023,Thursday,Mar
2480,3/16/2023 12:00,Disorder,General Disorder,Trouble with Person,100 ST/102A AV,16,3,2023,3/16/2023,Thursday,Mar
2481,3/16/2023 12:00,Non-Violent,Property,Fraud General,CHAPPELLE RD SW/CHAPPELLE WY SW,16,3,2023,3/16/2023,Thursday,Mar
2484,3/16/2023 12:00,Non-Violent,Property,Theft Under $5000,110 ST/51 AV,16,3,2023,3/16/2023,Thursday,Mar
2485,3/16/2023 12:00,Drugs,Drug Violations,Drugs,122 ST/128 AV,16,3,2023,3/16/2023,Thursday,Mar
2486,5/3/2023 12:00,Violent,Personal Violence,Assault,104 ST/99 AV,3,5,2023,5/3/2023,Wednesday,May
2488,5/3/2023 12:00,Non-Violent,Property,Theft Under $5000,94B AV/73 ST,3,5,2023,5/3/2023,Wednesday,May
2489,5/3/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,107 AV/107 ST,3,5,2023,5/3/2023,Wednesday,May
2490,5/3/2023 12:00,Non-Violent,Property,Theft Under $5000,MAY CM/MAY GT,3,5,2023,5/3/2023,Wednesday,May
2491,5/3/2023 12:00,Violent,Personal Violence,Assault,139 AV/40 ST,3,5,2023,5/3/2023,Wednesday,May
2492,5/3/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,ANDERSON WY SW/170 ST SW,3,5,2023,5/3/2023,Wednesday,May
2493,5/2/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,102 ST/108 AV,2,5,2023,5/2/2023,Tuesday,May
2494,5/2/2023 12:00,Non-Violent,Property,Break and Enter Commercial,104 AV/104 ST,2,5,2023,5/2/2023,Tuesday,May
2495,5/2/2023 12:00,Non-Violent,Property,Internet Fraud,104 ST/87 AV,2,5,2023,5/2/2023,Tuesday,May
2496,5/2/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,118 AV/97 ST,2,5,2023,5/2/2023,Tuesday,May
2497,5/2/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,36 ST/49A ST,2,5,2023,5/2/2023,Tuesday,May
2498,5/2/2023 12:00,Non-Violent,Property,Theft Over $5000,GRAND MEADOW CR/GRAND MEADOW CR,2,5,2023,5/2/2023,Tuesday,May
2499,5/2/2023 12:00,Weapons,Weapons Violations,Weapons Complaint,135 AV/57 ST,2,5,2023,5/2/2023,Tuesday,May
2502,5/2/2023 12:00,Disorder,Provincial Statute Violations,Intoxicated Person,112 AV/95A ST,2,5,2023,5/2/2023,Tuesday,May
2503,5/2/2023 12:00,Drugs,Drug Violations,Drugs,108 AV/99 ST,2,5,2023,5/2/2023,Tuesday,May
2504,5/2/2023 12:00,Violent,Personal Violence,Assault,129 AV/66 ST,2,5,2023,5/2/2023,Tuesday,May
2505,5/2/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,109 AV/95 ST,2,5,2023,5/2/2023,Tuesday,May
2506,5/2/2023 12:00,Non-Violent,Property,Fraud - Financial,100 ST/JASPER AV,2,5,2023,5/2/2023,Tuesday,May
2507,5/2/2023 12:00,Disorder,Disputes/Disturbances,Dispute,110 AV/31 ST,2,5,2023,5/2/2023,Tuesday,May
2508,5/2/2023 12:00,Non-Violent,Property,Fraud - Financial,104 ST/82 AV,2,5,2023,5/2/2023,Tuesday,May
2510,5/2/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,103 AV/108 ST,2,5,2023,5/2/2023,Tuesday,May
2511,5/2/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,162 AV/76 ST,2,5,2023,5/2/2023,Tuesday,May
2512,5/2/2023 12:00,Non-Violent,Property,Theft Over $5000,132 AV/34 ST,2,5,2023,5/2/2023,Tuesday,May
2513,5/2/2023 12:00,Weapons,Weapons Violations,Weapons Complaint,17 AV/EKOTA CR,2,5,2023,5/2/2023,Tuesday,May
2515,5/2/2023 12:00,Violent,Personal Violence,Assault,118 AV/37 ST,2,5,2023,5/2/2023,Tuesday,May
2516,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,12 AV SW/13 AV SW,2,5,2023,5/2/2023,Tuesday,May
2517,5/2/2023 12:00,Disorder,General Disorder,Suspicious Person,36 AV/RICHFIELD RD,2,5,2023,5/2/2023,Tuesday,May
2518,5/2/2023 12:00,Disorder,Disputes/Disturbances,Dispute,AMBLESIDE DR SW/CURRENTS DR,2,5,2023,5/2/2023,Tuesday,May
2519,5/2/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,119 AV/87 ST,2,5,2023,5/2/2023,Tuesday,May
2520,5/2/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,102 ST/105 AV,2,5,2023,5/2/2023,Tuesday,May
2522,5/2/2023 12:00,Non-Violent,Property,Break and Enter Residential,123 ST/115 AV,2,5,2023,5/2/2023,Tuesday,May
2523,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,123A ST/137 AV,2,5,2023,5/2/2023,Tuesday,May
2524,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,GREENOUGH LD/GREENOUGH GT,2,5,2023,5/2/2023,Tuesday,May
2525,5/2/2023 12:00,Non-Violent,Property,Break and Enter Commercial,106 ST/82 AV,2,5,2023,5/2/2023,Tuesday,May
2526,5/2/2023 12:00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,22 AV SW/50 ST SW,2,5,2023,5/2/2023,Tuesday,May
2528,5/1/2023 12:00,Non-Violent,Property,Break and Enter Commercial,117 ST/122 ST,1,5,2023,5/1/2023,Monday,May
2529,5/1/2023 12:00,Non-Violent,Property,Break and Enter Residential,128 ST/119 AV,1,5,2023,5/1/2023,Monday,May
2530,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,170 ST/95 AV,1,5,2023,5/1/2023,Monday,May
2532,5/1/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,131 AV/25 ST,1,5,2023,5/1/2023,Monday,May
2533,5/1/2023 12:00,Non-Violent,Property,Break and Enter Residential,179A ST/80A AV,1,5,2023,5/1/2023,Monday,May
2536,5/1/2023 12:00,Violent,Personal Violence,Assault,102 AV/96 ST,1,5,2023,5/1/2023,Monday,May
2537,5/1/2023 12:00,Disorder,General Disorder,Trouble with Person,73 ST/ADA BV,1,5,2023,5/1/2023,Monday,May
2539,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,147 ST/SUMMIT DR,1,5,2023,5/1/2023,Monday,May
2540,5/1/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,155 ST/87 AV,1,5,2023,5/1/2023,Monday,May
2542,5/1/2023 12:00,Disorder,Provincial Statute Violations,Intoxicated Person,97 ST/JASPER AV,1,5,2023,5/1/2023,Monday,May
2543,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,69 AV/69 AV,1,5,2023,5/1/2023,Monday,May
2546,5/1/2023 12:00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,100A ST/JASPER AV,1,5,2023,5/1/2023,Monday,May
2548,5/1/2023 12:00,Disorder,Disputes/Disturbances,Dispute,83 AV/101 ST,1,5,2023,5/1/2023,Monday,May
2552,5/1/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,DANIELS LK SW/DANIELS WY SW,1,5,2023,5/1/2023,Monday,May
2553,5/1/2023 12:00,Non-Violent,Property,Break and Enter Commercial,107 ST SW/BUTCHART DR,1,5,2023,5/1/2023,Monday,May
2554,4/30/2023 12:00,Non-Violent,Property,Theft Under $5000,113 AV/126 ST,30,4,2023,4/30/2023,Sunday,Apr
2555,4/30/2023 12:00,Non-Violent,Property,Theft Under $5000,133 ST/140 AV,30,4,2023,4/30/2023,Sunday,Apr
2556,4/30/2023 12:00,Non-Violent,Property,Break and Enter Residential,104 AV/152 ST,30,4,2023,4/30/2023,Sunday,Apr
2557,4/30/2023 12:00,Non-Violent,Property,Internet Fraud,150 AV/89A ST,30,4,2023,4/30/2023,Sunday,Apr
2558,4/30/2023 12:00,Disorder,General Disorder,Trouble with Person,33A ST/42 AV,30,4,2023,4/30/2023,Sunday,Apr
2559,4/30/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,36B AV/75 ST,30,4,2023,4/30/2023,Sunday,Apr
2560,4/30/2023 12:00,Non-Violent,Property,Theft Under $5000,89 AV/97 ST,30,4,2023,4/30/2023,Sunday,Apr
2561,4/30/2023 12:00,Drugs,Drug Violations,Drugs,60 ST/WOODVALE RD,30,4,2023,4/30/2023,Sunday,Apr
2562,4/30/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,106 AV/82 ST,30,4,2023,4/30/2023,Sunday,Apr
2563,4/30/2023 12:00,Non-Violent,Property,Possession Stolen Property,103 AV/106 ST,30,4,2023,4/30/2023,Sunday,Apr
2564,4/30/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,116 ST/129 AV,30,4,2023,4/30/2023,Sunday,Apr
2565,4/30/2023 12:00,Disorder,General Disorder,Trouble with Person,104 AV/163 ST,30,4,2023,4/30/2023,Sunday,Apr
2566,4/30/2023 12:00,Non-Violent,Property,Theft Under $5000,111 AV/96 ST,30,4,2023,4/30/2023,Sunday,Apr
2567,4/30/2023 12:00,Violent,Personal Violence,Assault,125 AV/82 ST,30,4,2023,4/30/2023,Sunday,Apr
2568,4/30/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,107 AV/111 ST,30,4,2023,4/30/2023,Sunday,Apr
2569,4/30/2023 12:00,Non-Violent,Property,Theft Under $5000,102 AV/107 ST,30,4,2023,4/30/2023,Sunday,Apr
2570,4/30/2023 12:00,Disorder,General Disorder,Trouble with Person,139 AV/42 ST,30,4,2023,4/30/2023,Sunday,Apr
2571,4/30/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,70 AV/97 ST,30,4,2023,4/30/2023,Sunday,Apr
2572,4/30/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,103 AV/78 ST,30,4,2023,4/30/2023,Sunday,Apr
2573,4/30/2023 12:00,Non-Violent,Property,Theft Under $5000,105 ST/87 AV,30,4,2023,4/30/2023,Sunday,Apr
2574,4/30/2023 12:00,Disorder,General Disorder,Trouble with Person,83 AV/100 ST,30,4,2023,4/30/2023,Sunday,Apr
2575,4/30/2023 12:00,Non-Violent,Property,Possession Stolen Property,LEE RIDGE RD/LEE RIDGE RD,30,4,2023,4/30/2023,Sunday,Apr
2577,4/30/2023 12:00,Disorder,General Disorder,Trouble with Person,139 AV/40 ST,30,4,2023,4/30/2023,Sunday,Apr
2578,4/30/2023 12:00,Disorder,General Disorder,Trouble with Person,104 ST/104 AV,30,4,2023,4/30/2023,Sunday,Apr
2579,4/30/2023 12:00,Disorder,General Disorder,Suspicious Person,11 AV SW/61 ST SW,30,4,2023,4/30/2023,Sunday,Apr
2580,4/30/2023 12:00,Non-Violent,Property,Theft Under $5000,137 AV/50 ST,30,4,2023,4/30/2023,Sunday,Apr
2581,4/30/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,RUTHERFORD PT SW/RUTHERFORD RD SW,30,4,2023,4/30/2023,Sunday,Apr
2583,4/30/2023 12:00,Disorder,General Disorder,Trouble with Person,114 ST/NOT NAMED RD,30,4,2023,4/30/2023,Sunday,Apr
2584,4/30/2023 12:00,Drugs,Drug Violations,Drugs,114 ST/NOT NAMED RD,30,4,2023,4/30/2023,Sunday,Apr
2585,4/30/2023 12:00,Weapons,Weapons Violations,Weapons Complaint,100 ST/103 AV,30,4,2023,4/30/2023,Sunday,Apr
2586,4/29/2023 12:00,Non-Violent,Property,Theft Under $5000,MEADOWLARK RD/MEADOWLARK TC,29,4,2023,4/29/2023,Saturday,Apr
2587,4/29/2023 12:00,Non-Violent,Property,Theft Under $5000,111 AV/KINGSWAY ,29,4,2023,4/29/2023,Saturday,Apr
2589,4/29/2023 12:00,Non-Violent,Property,Fraud General,13 AV/65 ST,29,4,2023,4/29/2023,Saturday,Apr
2590,4/29/2023 12:00,Non-Violent,Property,Break and Enter Residential,180 ST/80 AV,29,4,2023,4/29/2023,Saturday,Apr
2591,4/29/2023 12:00,Violent,Personal Violence,Assault,28 AV/41 ST,29,4,2023,4/29/2023,Saturday,Apr
2592,4/29/2023 12:00,Disorder,Disputes/Disturbances,Dispute,37 ST/42 AV,29,4,2023,4/29/2023,Saturday,Apr
2593,4/29/2023 12:00,Disorder,General Disorder,Trouble with Person,38 AV/76 ST,29,4,2023,4/29/2023,Saturday,Apr
2594,4/29/2023 12:00,Non-Violent,Property,Theft Over $5000,128 AV/66 ST,29,4,2023,4/29/2023,Saturday,Apr
2596,4/29/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,108A AV/92 ST,29,4,2023,4/29/2023,Saturday,Apr
2597,4/29/2023 12:00,Violent,Personal Violence,Assault,175 ST/175 ST,29,4,2023,4/29/2023,Saturday,Apr
2598,4/29/2023 12:00,Non-Violent,Property,Possession Stolen Property,159 ST/87 AV,29,4,2023,4/29/2023,Saturday,Apr
2599,4/29/2023 12:00,Disorder,General Disorder,Trouble with Person,120 ST/JASPER AV,29,4,2023,4/29/2023,Saturday,Apr
2601,4/29/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,102 ST/108 AV,29,4,2023,4/29/2023,Saturday,Apr
2602,4/29/2023 12:00,Non-Violent,Property,Break and Enter Residential,153 AV/153 AV,29,4,2023,4/29/2023,Saturday,Apr
2604,4/29/2023 12:00,Violent,Personal Violence,Assault,82 AV/101 ST,29,4,2023,4/29/2023,Saturday,Apr
2605,4/29/2023 12:00,Disorder,General Disorder,Trouble with Person,102 AV/104 ST,29,4,2023,4/29/2023,Saturday,Apr
2606,4/29/2023 12:00,Disorder,Provincial Statute Violations,Intoxicated Person,AIRPORT RD/AIRPORT RD,29,4,2023,4/29/2023,Saturday,Apr
2608,4/29/2023 12:00,Non-Violent,Property,Possession Stolen Property,97 ST/97 ST,29,4,2023,4/29/2023,Saturday,Apr
2609,4/29/2023 12:00,Non-Violent,Property,Theft Under $5000,104 ST/99 AV,29,4,2023,4/29/2023,Saturday,Apr
2610,4/29/2023 12:00,Violent,Personal Violence,Robbery Personal,102 AV/101 ST,29,4,2023,4/29/2023,Saturday,Apr
2611,4/29/2023 12:00,Disorder,General Disorder,Trouble with Person,92 ST/107A AV,29,4,2023,4/29/2023,Saturday,Apr
2612,4/29/2023 12:00,Disorder,General Disorder,Trespassing,123 AV/82 ST,29,4,2023,4/29/2023,Saturday,Apr
2613,4/29/2023 12:00,Non-Violent,Property,Theft Under $5000,133 AV/66 ST,29,4,2023,4/29/2023,Saturday,Apr
2614,4/29/2023 12:00,Violent,Personal Violence,Robbery Personal,100 ST/106 AV,29,4,2023,4/29/2023,Saturday,Apr
2616,4/29/2023 12:00,Non-Violent,Property,Theft Under $5000,123A ST/137 AV,29,4,2023,4/29/2023,Saturday,Apr
2617,4/29/2023 12:00,Non-Violent,Property,Theft Under $5000,123A ST/137 AV,29,4,2023,4/29/2023,Saturday,Apr
2618,4/29/2023 12:00,Non-Violent,Property,Theft Under $5000,123A ST/137 AV,29,4,2023,4/29/2023,Saturday,Apr
2619,4/28/2023 12:00,Violent,Personal Violence,Assault,JASPER PLACE TC/STONY PLAIN RD,28,4,2023,4/28/2023,Friday,Apr
2620,4/28/2023 12:00,Non-Violent,Property,Theft Over $5000,111 ST/85 AV,28,4,2023,4/28/2023,Friday,Apr
2621,4/28/2023 12:00,Non-Violent,Property,Break and Enter Residential,113A AV/115 ST,28,4,2023,4/28/2023,Friday,Apr
2622,4/28/2023 12:00,Non-Violent,Property,Theft Under $5000,127B AV/48 ST,28,4,2023,4/28/2023,Friday,Apr
2623,4/28/2023 12:00,Non-Violent,Property,Theft Under $5000,170 ST/90 AV,28,4,2023,4/28/2023,Friday,Apr
2624,4/28/2023 12:00,Non-Violent,Property,Fraud - Financial,175 ST/82 AV,28,4,2023,4/28/2023,Friday,Apr
2625,4/28/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,105 ST/82 AV,28,4,2023,4/28/2023,Friday,Apr
2626,4/28/2023 12:00,Non-Violent,Property,Possession Stolen Property,96 ST/110A AV,28,4,2023,4/28/2023,Friday,Apr
2627,4/28/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,148 AV/89A ST,28,4,2023,4/28/2023,Friday,Apr
2628,4/28/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,106B AV/HARDISTY DR,28,4,2023,4/28/2023,Friday,Apr
2630,4/28/2023 12:00,Non-Violent,Property,Break and Enter Residential,RHATIGAN RD/RHATIGAN RD,28,4,2023,4/28/2023,Friday,Apr
2631,4/28/2023 12:00,Violent,Personal Violence,Assault,118 AV/44 ST,28,4,2023,4/28/2023,Friday,Apr
2632,4/28/2023 12:00,Non-Violent,Property,Theft Under $5000,103 AV/109 ST,28,4,2023,4/28/2023,Friday,Apr
2633,4/28/2023 12:00,Non-Violent,Property,Theft Under $5000,38 AV/GRAND MEADOW CR,28,4,2023,4/28/2023,Friday,Apr
2634,4/28/2023 12:00,Non-Violent,Property,Break and Enter Residential,125 ST/131A AV,28,4,2023,4/28/2023,Friday,Apr
2635,4/28/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,108 ST/89 AV,28,4,2023,4/28/2023,Friday,Apr
2636,4/28/2023 12:00,Disorder,General Disorder,Trouble with Person,135 AV/64 ST,28,4,2023,4/28/2023,Friday,Apr
2637,4/28/2023 12:00,Disorder,General Disorder,Trouble with Person,104 ST/107 AV,28,4,2023,4/28/2023,Friday,Apr
